index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,1,25.0,2,21.25,1.1,20.0,50.0
1,2,25.0,0,21.25,1.2100000000000002,20.0,50.0
2,1,25.0,0,21.25,1.1,20.0,50.0
3,2,25.0,0,21.25,1.2100000000000002,20.0,50.0
4,2,25.0,0,21.25,1.2100000000000002,20.0,50.0
5,2,25.0,0,21.25,1.2100000000000002,20.0,50.0
6,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
7,1,25.0,4,23.75,1.1,20.0,50.0
8,1,25.0,0,21.25,1.1,20.0,50.0
9,2,25.0,0,21.25,1.2100000000000002,20.0,50.0
10,1,25.0,0,21.25,1.1,20.0,50.0
11,1,25.0,2,21.25,1.1,20.0,50.0
12,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
13,1,25.0,2,21.25,1.1,20.0,50.0
14,2,25.0,0,21.25,1.2100000000000002,20.0,50.0
15,2,25.0,0,21.25,1.2100000000000002,20.0,50.0
16,2,25.0,0,21.25,1.2100000000000002,20.0,50.0
17,1,25.0,0,21.25,1.1,20.0,50.0
18,1,25.0,0,21.25,1.1,20.0,50.0
19,1,25.0,1,21.25,1.1,20.0,50.0
20,1,25.0,0,21.25,1.1,20.0,50.0
21,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
22,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
23,2,25.0,3,22.5,1.2100000000000002,20.0,25.0
24,1,25.0,0,21.25,1.1,20.0,50.0
25,1,25.0,1,21.25,1.1,20.0,50.0
26,2,25.0,4,23.75,1.2100000000000002,20.0,50.0
27,1,25.0,4,23.75,1.1,20.0,50.0
28,1,25.0,3,22.5,1.1,20.0,25.0
29,1,25.0,3,22.5,1.1,20.0,25.0
30,1,25.0,0,21.25,1.1,20.0,50.0
31,2,25.0,0,21.25,1.2100000000000002,20.0,50.0
32,1,25.0,3,22.5,1.1,20.0,25.0
33,2,25.0,0,21.25,1.2100000000000002,20.0,50.0
34,1,25.0,0,21.25,1.1,20.0,50.0
35,1,25.0,0,21.25,1.1,20.0,50.0
36,1,25.0,3,22.5,1.1,20.0,25.0
37,1,25.0,4,23.75,1.1,20.0,50.0
38,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
39,2,25.0,0,21.25,1.2100000000000002,20.0,50.0
40,2,25.0,2,21.25,1.2100000000000002,20.0,50.0
41,1,25.0,4,23.75,1.1,20.0,50.0
42,1,25.0,3,22.5,1.1,20.0,25.0
43,1,25.0,0,21.25,1.1,20.0,50.0
44,1,25.0,2,21.25,1.1,20.0,50.0
45,2,25.0,3,22.5,1.2100000000000002,20.0,25.0
46,1,25.0,4,23.75,1.1,20.0,50.0
47,1,25.0,2,21.25,1.1,20.0,50.0
